year,month,category,act_type,type,count
2013,3,Other legislative acts,Council regulations,amending,2
2013,3,Other legislative acts,Council directives,basic,0
2013,3,Other legislative acts,Council directives,amending,0
2013,3,Other legislative acts,Council decisions,basic,16
2013,3,Other legislative acts,Council decisions,amending,5
2013,3,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
2013,3,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2013,3,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,3,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,3,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,3,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,3,Implementing acts,Council implementing regulations,basic,6
2013,3,Implementing acts,Council implementing regulations,amending,3
2013,3,Implementing acts,Council implementing decisions,basic,0
2013,3,Implementing acts,Council implementing decisions,amending,1
2013,3,Implementing acts,Commission implementing regulations,basic,37
2013,3,Implementing acts,Commission implementing regulations,amending,84
2013,3,Implementing acts,Commission implementing directives,basic,0
2013,3,Implementing acts,Commission implementing directives,amending,0
2013,3,Implementing acts,Commission implementing decisions,basic,11
2013,3,Implementing acts,Commission implementing decisions,amending,13
2013,3,Other acts,Commission regulations,basic,7
2013,3,Other acts,Commission regulations,amending,15
2013,3,Other acts,Commission directives,basic,0
2013,3,Other acts,Commission directives,amending,2
2013,3,Other acts,Commission decisions,basic,32
2013,3,Other acts,Commission decisions,amending,1
2013,3,Other acts,European Central Bank regulations,basic,0
2013,3,Other acts,European Central Bank regulations,amending,0
2013,3,Other acts,European Central Bank decisions,basic,1
2013,3,Other acts,European Central Bank decisions,amending,1
2013,3,Other acts,European Central Bank guidelines****,basic,2
2013,3,Other acts,European Central Bank guidelines****,amending,0
2013,3,Other acts,European Central Bank recommendations,basic,0
2013,3,Other acts,European Central Bank recommendations,amending,0
2013,3,Other acts,European Central Bank opinions,basic,7
2013,3,Other acts,European Central Bank opinions,amending,0
2013,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,3
2013,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2013,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2013,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2013,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2013,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,4,Other legislative acts,Council regulations,basic,0
2013,4,Other legislative acts,Council regulations,amending,1
2013,4,Other legislative acts,Council directives,basic,0
2013,4,Other legislative acts,Council directives,amending,0
2013,4,Other legislative acts,Council decisions,basic,16
2013,4,Other legislative acts,Council decisions,amending,3
2013,4,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,1
2013,4,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,1
2013,4,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,4,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,4,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,4,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,4,Implementing acts,Council implementing regulations,basic,1
2013,4,Implementing acts,Council implementing regulations,amending,3
2013,4,Implementing acts,Council implementing decisions,basic,3
2013,4,Implementing acts,Council implementing decisions,amending,1
2013,4,Implementing acts,Commission implementing regulations,basic,26
2013,4,Implementing acts,Commission implementing regulations,amending,72
2013,4,Implementing acts,Commission implementing directives,basic,0
2013,4,Implementing acts,Commission implementing directives,amending,0
2013,4,Implementing acts,Commission implementing decisions,basic,9
2013,4,Implementing acts,Commission implementing decisions,amending,15
2013,4,Other acts,Commission regulations,basic,4
2013,4,Other acts,Commission regulations,amending,7
2013,4,Other acts,Commission directives,basic,0
2013,4,Other acts,Commission directives,amending,0
2013,4,Other acts,Commission decisions,basic,24
2013,4,Other acts,Commission decisions,amending,0
2013,4,Other acts,European Central Bank regulations,basic,0
2013,4,Other acts,European Central Bank regulations,amending,0
2013,4,Other acts,European Central Bank decisions,basic,1
2013,4,Other acts,European Central Bank decisions,amending,0
2013,4,Other acts,European Central Bank guidelines****,basic,0
2013,4,Other acts,European Central Bank guidelines****,amending,1
2013,4,Other acts,European Central Bank recommendations,basic,3
2013,4,Other acts,European Central Bank recommendations,amending,0
2013,4,Other acts,European Central Bank opinions,basic,8
2013,4,Other acts,European Central Bank opinions,amending,0
2013,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,6
2013,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,2
2013,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,1
2013,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
2013,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2013,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,5,Other legislative acts,Council regulations,basic,4
2013,5,Other legislative acts,Council regulations,amending,5
2013,5,Other legislative acts,Council directives,basic,0
2013,5,Other legislative acts,Council directives,amending,13
2013,5,Other legislative acts,Council decisions,basic,24
2013,5,Other legislative acts,Council decisions,amending,2
2013,5,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,5
2013,5,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,1
2013,5,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,5,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,5,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,5,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,5,Implementing acts,Council implementing regulations,basic,5
2013,5,Implementing acts,Council implementing regulations,amending,3
2013,5,Implementing acts,Council implementing decisions,basic,2
2013,5,Implementing acts,Council implementing decisions,amending,2
2013,5,Implementing acts,Commission implementing regulations,basic,38
2013,5,Implementing acts,Commission implementing regulations,amending,77
2013,5,Implementing acts,Commission implementing directives,basic,0
2013,5,Implementing acts,Commission implementing directives,amending,0
2013,5,Implementing acts,Commission implementing decisions,basic,10
2013,5,Implementing acts,Commission implementing decisions,amending,18
2013,5,Other acts,Commission regulations,basic,5
2013,5,Other acts,Commission regulations,amending,9
2013,5,Other acts,Commission directives,basic,0
2013,5,Other acts,Commission directives,amending,2
2013,5,Other acts,Commission decisions,basic,27
2013,5,Other acts,Commission decisions,amending,0
2013,5,Other acts,European Central Bank regulations,basic,0
2013,5,Other acts,European Central Bank regulations,amending,0
2013,5,Other acts,European Central Bank decisions,basic,1
2013,5,Other acts,European Central Bank decisions,amending,0
2013,5,Other acts,European Central Bank guidelines****,basic,0
2013,5,Other acts,European Central Bank guidelines****,amending,1
2013,5,Other acts,European Central Bank recommendations,basic,0
2013,5,Other acts,European Central Bank recommendations,amending,0
2013,5,Other acts,European Central Bank opinions,basic,8
2013,5,Other acts,European Central Bank opinions,amending,0
2013,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,7
2013,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,4
2013,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,7
2013,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,2
2013,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2013,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,6,Other legislative acts,Council regulations,basic,0
2013,6,Other legislative acts,Council regulations,amending,4
2013,6,Other legislative acts,Council directives,basic,0
2013,6,Other legislative acts,Council directives,amending,0
2013,6,Other legislative acts,Council decisions,basic,29
2013,6,Other legislative acts,Council decisions,amending,5
2013,6,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
2013,6,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,1
2013,6,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,6,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,6,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,6,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,6,Implementing acts,Council implementing regulations,basic,0
2013,6,Implementing acts,Council implementing regulations,amending,2
2013,6,Implementing acts,Council implementing decisions,basic,0
2013,6,Implementing acts,Council implementing decisions,amending,3
2013,6,Implementing acts,Commission implementing regulations,basic,34
2013,6,Implementing acts,Commission implementing regulations,amending,79
2013,6,Implementing acts,Commission implementing directives,basic,0
2013,6,Implementing acts,Commission implementing directives,amending,0
2013,6,Implementing acts,Commission implementing decisions,basic,14
2013,6,Implementing acts,Commission implementing decisions,amending,25
2013,6,Other acts,Commission regulations,basic,11
2013,6,Other acts,Commission regulations,amending,9
2013,6,Other acts,Commission directives,basic,0
2013,6,Other acts,Commission directives,amending,0
2013,6,Other acts,Commission decisions,basic,32
2013,6,Other acts,Commission decisions,amending,2
2013,6,Other acts,European Central Bank regulations,basic,0
2013,6,Other acts,European Central Bank regulations,amending,0
2013,6,Other acts,European Central Bank decisions,basic,5
2013,6,Other acts,European Central Bank decisions,amending,2
2013,6,Other acts,European Central Bank guidelines****,basic,0
2013,6,Other acts,European Central Bank guidelines****,amending,0
2013,6,Other acts,European Central Bank recommendations,basic,0
2013,6,Other acts,European Central Bank recommendations,amending,0
2013,6,Other acts,European Central Bank opinions,basic,8
2013,6,Other acts,European Central Bank opinions,amending,0
2013,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2013,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2013,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2013,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2013,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2013,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,7,Other legislative acts,Council regulations,basic,3
2013,7,Other legislative acts,Council regulations,amending,8
2013,7,Other legislative acts,Council directives,basic,0
2013,7,Other legislative acts,Council directives,amending,2
2013,7,Other legislative acts,Council decisions,basic,33
2013,7,Other legislative acts,Council decisions,amending,14
2013,7,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,2
2013,7,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2013,7,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,7,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,7,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,7,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,7,Implementing acts,Council implementing regulations,basic,2
2013,7,Implementing acts,Council implementing regulations,amending,2
2013,7,Implementing acts,Council implementing decisions,basic,1
2013,7,Implementing acts,Council implementing decisions,amending,3
2013,7,Implementing acts,Commission implementing regulations,basic,33
2013,7,Implementing acts,Commission implementing regulations,amending,78
2013,7,Implementing acts,Commission implementing directives,basic,0
2013,7,Implementing acts,Commission implementing directives,amending,0
2013,7,Implementing acts,Commission implementing decisions,basic,7
2013,7,Implementing acts,Commission implementing decisions,amending,10
2013,7,Other acts,Commission regulations,basic,9
2013,7,Other acts,Commission regulations,amending,11
2013,7,Other acts,Commission directives,basic,0
2013,7,Other acts,Commission directives,amending,2
2013,7,Other acts,Commission decisions,basic,39
2013,7,Other acts,Commission decisions,amending,0
2013,7,Other acts,European Central Bank regulations,basic,0
2013,7,Other acts,European Central Bank regulations,amending,0
2013,7,Other acts,European Central Bank decisions,basic,1
2013,7,Other acts,European Central Bank decisions,amending,0
2013,7,Other acts,European Central Bank guidelines****,basic,2
2013,7,Other acts,European Central Bank guidelines****,amending,1
2013,7,Other acts,European Central Bank recommendations,basic,0
2013,7,Other acts,European Central Bank recommendations,amending,0
2013,7,Other acts,European Central Bank opinions,basic,10
2013,7,Other acts,European Central Bank opinions,amending,0
2013,8,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2013,8,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2013,8,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,1
2013,8,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,2
2013,8,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2013,8,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,8,Other legislative acts,Council regulations,basic,0
2013,8,Other legislative acts,Council regulations,amending,0
2013,8,Other legislative acts,Council directives,basic,0
2013,8,Other legislative acts,Council directives,amending,0
2013,8,Other legislative acts,Council decisions,basic,1
2013,8,Other legislative acts,Council decisions,amending,0
2013,8,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,2
2013,8,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2013,8,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,8,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,8,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,8,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,8,Implementing acts,Council implementing regulations,basic,0
2013,8,Implementing acts,Council implementing regulations,amending,0
2013,8,Implementing acts,Council implementing decisions,basic,0
2013,8,Implementing acts,Council implementing decisions,amending,0
2013,8,Implementing acts,Commission implementing regulations,basic,23
2013,8,Implementing acts,Commission implementing regulations,amending,58
2013,8,Implementing acts,Commission implementing directives,basic,0
2013,8,Implementing acts,Commission implementing directives,amending,1
2013,8,Implementing acts,Commission implementing decisions,basic,8
2013,8,Implementing acts,Commission implementing decisions,amending,15
2013,8,Other acts,Commission regulations,basic,23
2013,8,Other acts,Commission regulations,amending,13
2013,8,Other acts,Commission directives,basic,0
2013,8,Other acts,Commission directives,amending,1
2013,8,Other acts,Commission decisions,basic,23
2013,8,Other acts,Commission decisions,amending,0
2013,8,Other acts,European Central Bank regulations,basic,0
2013,8,Other acts,European Central Bank regulations,amending,0
2013,8,Other acts,European Central Bank decisions,basic,5
2013,8,Other acts,European Central Bank decisions,amending,1
2013,8,Other acts,European Central Bank guidelines****,basic,0
2013,8,Other acts,European Central Bank guidelines****,amending,0
2013,8,Other acts,European Central Bank recommendations,basic,0
2013,8,Other acts,European Central Bank recommendations,amending,0
2013,8,Other acts,European Central Bank opinions,basic,12
2013,8,Other acts,European Central Bank opinions,amending,0
2013,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,1
2013,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
2013,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2013,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2013,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2013,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,9,Other legislative acts,Council regulations,basic,0
2013,9,Other legislative acts,Council regulations,amending,1
2013,9,Other legislative acts,Council directives,basic,0
2013,9,Other legislative acts,Council directives,amending,0
2013,9,Other legislative acts,Council decisions,basic,14
2013,9,Other legislative acts,Council decisions,amending,6
2013,9,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,2
2013,9,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
2013,9,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,9,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,9,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,9,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,9,Implementing acts,Council implementing regulations,basic,3
2013,9,Implementing acts,Council implementing regulations,amending,1
2013,9,Implementing acts,Council implementing decisions,basic,1
2013,9,Implementing acts,Council implementing decisions,amending,1
2013,9,Implementing acts,Commission implementing regulations,basic,22
2013,9,Implementing acts,Commission implementing regulations,amending,60
2013,9,Implementing acts,Commission implementing directives,basic,0
2013,9,Implementing acts,Commission implementing directives,amending,0
2013,9,Implementing acts,Commission implementing decisions,basic,4
2013,9,Implementing acts,Commission implementing decisions,amending,6
2013,9,Other acts,Commission regulations,basic,18
2013,9,Other acts,Commission regulations,amending,1
2013,9,Other acts,Commission directives,basic,0
2013,9,Other acts,Commission directives,amending,0
2013,9,Other acts,Commission decisions,basic,23
2013,9,Other acts,Commission decisions,amending,1
2013,9,Other acts,European Central Bank regulations,basic,2
2013,9,Other acts,European Central Bank regulations,amending,0
2013,9,Other acts,European Central Bank decisions,basic,2
2013,9,Other acts,European Central Bank decisions,amending,0
2013,9,Other acts,European Central Bank guidelines****,basic,0
2013,9,Other acts,European Central Bank guidelines****,amending,1
2013,9,Other acts,European Central Bank recommendations,basic,1
2013,9,Other acts,European Central Bank recommendations,amending,0
2013,9,Other acts,European Central Bank opinions,basic,2
2013,9,Other acts,European Central Bank opinions,amending,0
2013,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,2
2013,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,5
2013,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,1
2013,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
2013,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,2
2013,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,10,Other legislative acts,Council regulations,basic,2
2013,10,Other legislative acts,Council regulations,amending,1
2013,10,Other legislative acts,Council directives,basic,1
2013,10,Other legislative acts,Council directives,amending,0
2013,10,Other legislative acts,Council decisions,basic,20
2013,10,Other legislative acts,Council decisions,amending,3
2013,10,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2013,10,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2013,10,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,10,Non-legislative acts - Delegated acts,Commission delegated directives,amending,16
2013,10,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,10,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,10,Implementing acts,Council implementing regulations,basic,1
2013,10,Implementing acts,Council implementing regulations,amending,2
2013,10,Implementing acts,Council implementing decisions,basic,1
2013,10,Implementing acts,Council implementing decisions,amending,1
2013,10,Implementing acts,Commission implementing regulations,basic,45
2013,10,Implementing acts,Commission implementing regulations,amending,95
2013,10,Implementing acts,Commission implementing directives,basic,0
2013,10,Implementing acts,Commission implementing directives,amending,0
2013,10,Implementing acts,Commission implementing decisions,basic,12
2013,10,Implementing acts,Commission implementing decisions,amending,20
2013,10,Other acts,Commission regulations,basic,18
2013,10,Other acts,Commission regulations,amending,10
2013,10,Other acts,Commission directives,basic,0
2013,10,Other acts,Commission directives,amending,3
2013,10,Other acts,Commission decisions,basic,30
2013,10,Other acts,Commission decisions,amending,1
2013,10,Other acts,European Central Bank regulations,basic,3
2013,10,Other acts,European Central Bank regulations,amending,0
2013,10,Other acts,European Central Bank decisions,basic,1
2013,10,Other acts,European Central Bank decisions,amending,0
2013,10,Other acts,European Central Bank guidelines****,basic,0
2013,10,Other acts,European Central Bank guidelines****,amending,0
2013,10,Other acts,European Central Bank recommendations,basic,0
2013,10,Other acts,European Central Bank recommendations,amending,0
2013,10,Other acts,European Central Bank opinions,basic,4
2013,10,Other acts,European Central Bank opinions,amending,0
2013,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,2
2013,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,3
2013,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,2
2013,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,2
2013,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
2013,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2013,11,Other legislative acts,Council regulations,basic,3
2013,11,Other legislative acts,Council regulations,amending,2
2013,11,Other legislative acts,Council directives,basic,0
2013,11,Other legislative acts,Council directives,amending,0
2013,11,Other legislative acts,Council decisions,basic,21
2013,11,Other legislative acts,Council decisions,amending,4
2013,11,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2013,11,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,1
2013,11,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,11,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,11,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,11,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,11,Implementing acts,Council implementing regulations,basic,2
2013,11,Implementing acts,Council implementing regulations,amending,2
2013,11,Implementing acts,Council implementing decisions,basic,5
2013,11,Implementing acts,Council implementing decisions,amending,3
2013,11,Implementing acts,Commission implementing regulations,basic,89
2013,11,Implementing acts,Commission implementing regulations,amending,129
2013,11,Implementing acts,Commission implementing directives,basic,0
2013,11,Implementing acts,Commission implementing directives,amending,1
2013,11,Implementing acts,Commission implementing decisions,basic,27
2013,11,Implementing acts,Commission implementing decisions,amending,32
2013,11,Other acts,Commission regulations,basic,9
2013,11,Other acts,Commission regulations,amending,10
2013,11,Other acts,Commission directives,basic,0
2013,11,Other acts,Commission directives,amending,0
2013,11,Other acts,Commission decisions,basic,28
2013,11,Other acts,Commission decisions,amending,0
2013,11,Other acts,European Central Bank regulations,basic,1
2013,11,Other acts,European Central Bank regulations,amending,0
2013,11,Other acts,European Central Bank decisions,basic,0
2013,11,Other acts,European Central Bank decisions,amending,0
2013,11,Other acts,European Central Bank guidelines****,basic,0
2013,11,Other acts,European Central Bank guidelines****,amending,1
2013,11,Other acts,European Central Bank recommendations,basic,2
2013,11,Other acts,European Central Bank recommendations,amending,0
2013,11,Other acts,European Central Bank opinions,basic,7
2013,11,Other acts,European Central Bank opinions,amending,0
2013,12,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,27
2013,12,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,8
2013,12,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2013,12,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
2013,12,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,3
2013,12,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,1
2013,12,Other legislative acts,Council regulations,basic,17
2013,12,Other legislative acts,Council regulations,amending,5
2013,12,Other legislative acts,Council directives,basic,1
2013,12,Other legislative acts,Council directives,amending,2
2013,12,Other legislative acts,Council decisions,basic,27
2013,12,Other legislative acts,Council decisions,amending,6
2013,12,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,4
2013,12,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2013,12,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2013,12,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2013,12,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2013,12,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2013,12,Implementing acts,Council implementing regulations,basic,5
2013,12,Implementing acts,Council implementing regulations,amending,1
2013,12,Implementing acts,Council implementing decisions,basic,2
2013,12,Implementing acts,Council implementing decisions,amending,0
2013,12,Implementing acts,Commission implementing regulations,basic,32
2013,12,Implementing acts,Commission implementing regulations,amending,72
2013,12,Implementing acts,Commission implementing directives,basic,0
2013,12,Implementing acts,Commission implementing directives,amending,1
2013,12,Implementing acts,Commission implementing decisions,basic,33
2013,12,Implementing acts,Commission implementing decisions,amending,41
2013,12,Other acts,Commission regulations,basic,20
2013,12,Other acts,Commission regulations,amending,12
2013,12,Other acts,Commission directives,basic,0
2013,12,Other acts,Commission directives,amending,0
2013,12,Other acts,Commission decisions,basic,49
2013,12,Other acts,Commission decisions,amending,3
2013,12,Other acts,European Central Bank regulations,basic,0
2013,12,Other acts,European Central Bank regulations,amending,0
2013,12,Other acts,European Central Bank decisions,basic,3
2013,12,Other acts,European Central Bank decisions,amending,1
2013,12,Other acts,European Central Bank guidelines****,basic,0
2013,12,Other acts,European Central Bank guidelines****,amending,1
2013,12,Other acts,European Central Bank recommendations,basic,1
2013,12,Other acts,European Central Bank recommendations,amending,0
2013,12,Other acts,European Central Bank opinions,basic,15
2013,12,Other acts,European Central Bank opinions,amending,0
2014,1,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
2014,1,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,2
2014,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
2014,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
2014,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
2014,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
2014,1,Other legislative acts,Council regulations,basic,2
2014,1,Other legislative acts,Council regulations,amending,2
2014,1,Other legislative acts,Council directives,basic,0
2014,1,Other legislative acts,Council directives,amending,0
2014,1,Other legislative acts,Council decisions,basic,18
2014,1,Other legislative acts,Council decisions,amending,5
2014,1,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,3
2014,1,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,2
2014,1,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
2014,1,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
2014,1,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
2014,1,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
2014,1,Implementing acts,Council implementing regulations,basic,0
2014,1,Implementing acts,Council implementing regulations,amending,3
2014,1,Implementing acts,Council implementing decisions,basic,0
2014,1,Implementing acts,Council implementing decisions,amending,3
2014,1,Implementing acts,Commission implementing regulations,basic,17
2014,1,Implementing acts,Commission implementing regulations,amending,57
2014,1,Implementing acts,Commission implementing directives,basic,0
2014,1,Implementing acts,Commission implementing directives,amending,0
2014,1,Implementing acts,Commission implementing decisions,basic,4
2014,1,Implementing acts,Commission implementing decisions,amending,5
2014,1,Other acts,Commission regulations,basic,6
2014,1,Other acts,Commission regulations,amending,16
2014,1,Other acts,Commission directives,basic,1
2014,1,Other acts,Commission directives,amending,0
2014,1,Other acts,Commission decisions,basic,30
2014,1,Other acts,Commission decisions,amending,0
2014,1,Other acts,European Central Bank regulations,basic,0
2014,1,Other acts,European Central Bank regulations,amending,0
2014,1,Other acts,European Central Bank decisions,basic,1
2014,1,Other acts,European Central Bank decisions,amending,1
2014,1,Other acts,European Central Bank guidelines****,basic,0
2014,1,Other acts,European Central Bank guidelines****,amending,0
2014,1,Other acts,European Central Bank recommendations,basic,1
2014,1,Other acts,European Central Bank recommendations,amending,0
2014,1,Other acts,European Central Bank opinions,basic,8
2014,1,Other acts,European Central Bank opinions,amending,0
2014,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,5
2014,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,6
2014,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,14
2014,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
