year,month,category,act_type,type,count
1993,8,Implementing acts,Commission implementing directives,basic,0
1993,8,Implementing acts,Commission implementing directives,amending,0
1993,8,Implementing acts,Commission implementing decisions,basic,0
1993,8,Implementing acts,Commission implementing decisions,amending,0
1993,8,Other acts,Commission regulations,basic,25
1993,8,Other acts,Commission regulations,amending,10
1993,8,Other acts,Commission directives,basic,0
1993,8,Other acts,Commission directives,amending,0
1993,8,Other acts,Commission decisions,basic,9
1993,8,Other acts,Commission decisions,amending,0
1993,8,Other acts,European Central Bank regulations,basic,0
1993,8,Other acts,European Central Bank regulations,amending,0
1993,8,Other acts,European Central Bank decisions,basic,0
1993,8,Other acts,European Central Bank decisions,amending,0
1993,8,Other acts,European Central Bank guidelines****,basic,0
1993,8,Other acts,European Central Bank guidelines****,amending,0
1993,8,Other acts,European Central Bank recommendations,basic,0
1993,8,Other acts,European Central Bank recommendations,amending,0
1993,8,Other acts,European Central Bank opinions,basic,0
1993,8,Other acts,European Central Bank opinions,amending,0
1993,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1993,9,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1993,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1993,9,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1993,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1993,9,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1993,9,Other legislative acts,Council regulations,basic,9
1993,9,Other legislative acts,Council regulations,amending,7
1993,9,Other legislative acts,Council directives,basic,5
1993,9,Other legislative acts,Council directives,amending,0
1993,9,Other legislative acts,Council decisions,basic,5
1993,9,Other legislative acts,Council decisions,amending,2
1993,9,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1993,9,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1993,9,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1993,9,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1993,9,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1993,9,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1993,9,Implementing acts,Council implementing regulations,basic,0
1993,9,Implementing acts,Council implementing regulations,amending,0
1993,9,Implementing acts,Council implementing decisions,basic,0
1993,9,Implementing acts,Council implementing decisions,amending,0
1993,9,Implementing acts,Commission implementing regulations,basic,0
1993,9,Implementing acts,Commission implementing regulations,amending,0
1993,9,Implementing acts,Commission implementing directives,basic,0
1993,9,Implementing acts,Commission implementing directives,amending,0
1993,9,Implementing acts,Commission implementing decisions,basic,0
1993,9,Implementing acts,Commission implementing decisions,amending,0
1993,9,Other acts,Commission regulations,basic,57
1993,9,Other acts,Commission regulations,amending,29
1993,9,Other acts,Commission directives,basic,5
1993,9,Other acts,Commission directives,amending,2
1993,9,Other acts,Commission decisions,basic,20
1993,9,Other acts,Commission decisions,amending,11
1993,9,Other acts,European Central Bank regulations,basic,0
1993,9,Other acts,European Central Bank regulations,amending,0
1993,9,Other acts,European Central Bank decisions,basic,0
1993,9,Other acts,European Central Bank decisions,amending,0
1993,9,Other acts,European Central Bank guidelines****,basic,0
1993,9,Other acts,European Central Bank guidelines****,amending,0
1993,9,Other acts,European Central Bank recommendations,basic,0
1993,9,Other acts,European Central Bank recommendations,amending,0
1993,9,Other acts,European Central Bank opinions,basic,0
1993,9,Other acts,European Central Bank opinions,amending,0
1993,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1993,10,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1993,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1993,10,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1993,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1993,10,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1993,10,Other legislative acts,Council regulations,basic,9
1993,10,Other legislative acts,Council regulations,amending,7
1993,10,Other legislative acts,Council directives,basic,9
1993,10,Other legislative acts,Council directives,amending,2
1993,10,Other legislative acts,Council decisions,basic,23
1993,10,Other legislative acts,Council decisions,amending,2
1993,10,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1993,10,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1993,10,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1993,10,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1993,10,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1993,10,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1993,10,Implementing acts,Council implementing regulations,basic,0
1993,10,Implementing acts,Council implementing regulations,amending,0
1993,10,Implementing acts,Council implementing decisions,basic,0
1993,10,Implementing acts,Council implementing decisions,amending,0
1993,10,Implementing acts,Commission implementing regulations,basic,0
1993,10,Implementing acts,Commission implementing regulations,amending,0
1993,10,Implementing acts,Commission implementing directives,basic,0
1993,10,Implementing acts,Commission implementing directives,amending,0
1993,10,Implementing acts,Commission implementing decisions,basic,0
1993,10,Implementing acts,Commission implementing decisions,amending,0
1993,10,Other acts,Commission regulations,basic,61
1993,10,Other acts,Commission regulations,amending,47
1993,10,Other acts,Commission directives,basic,3
1993,10,Other acts,Commission directives,amending,1
1993,10,Other acts,Commission decisions,basic,55
1993,10,Other acts,Commission decisions,amending,14
1993,10,Other acts,European Central Bank regulations,basic,0
1993,10,Other acts,European Central Bank regulations,amending,0
1993,10,Other acts,European Central Bank decisions,basic,0
1993,10,Other acts,European Central Bank decisions,amending,0
1993,10,Other acts,European Central Bank guidelines****,basic,0
1993,10,Other acts,European Central Bank guidelines****,amending,0
1993,10,Other acts,European Central Bank recommendations,basic,0
1993,10,Other acts,European Central Bank recommendations,amending,0
1993,10,Other acts,European Central Bank opinions,basic,0
1993,10,Other acts,European Central Bank opinions,amending,0
1993,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1993,11,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1993,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1993,11,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1993,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1993,11,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1993,11,Other legislative acts,Council regulations,basic,12
1993,11,Other legislative acts,Council regulations,amending,9
1993,11,Other legislative acts,Council directives,basic,2
1993,11,Other legislative acts,Council directives,amending,0
1993,11,Other legislative acts,Council decisions,basic,20
1993,11,Other legislative acts,Council decisions,amending,1
1993,11,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1993,11,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1993,11,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1993,11,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1993,11,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1993,11,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1993,11,Implementing acts,Council implementing regulations,basic,0
1993,11,Implementing acts,Council implementing regulations,amending,0
1993,11,Implementing acts,Council implementing decisions,basic,0
1993,11,Implementing acts,Council implementing decisions,amending,0
1993,11,Implementing acts,Commission implementing regulations,basic,0
1993,11,Implementing acts,Commission implementing regulations,amending,0
1993,11,Implementing acts,Commission implementing directives,basic,0
1993,11,Implementing acts,Commission implementing directives,amending,0
1993,11,Implementing acts,Commission implementing decisions,basic,0
1993,11,Implementing acts,Commission implementing decisions,amending,0
1993,11,Other acts,Commission regulations,basic,62
1993,11,Other acts,Commission regulations,amending,24
1993,11,Other acts,Commission directives,basic,2
1993,11,Other acts,Commission directives,amending,3
1993,11,Other acts,Commission decisions,basic,39
1993,11,Other acts,Commission decisions,amending,13
1993,11,Other acts,European Central Bank regulations,basic,0
1993,11,Other acts,European Central Bank regulations,amending,0
1993,11,Other acts,European Central Bank decisions,basic,0
1993,11,Other acts,European Central Bank decisions,amending,0
1993,11,Other acts,European Central Bank guidelines****,basic,0
1993,11,Other acts,European Central Bank guidelines****,amending,0
1993,11,Other acts,European Central Bank recommendations,basic,0
1993,11,Other acts,European Central Bank recommendations,amending,0
1993,11,Other acts,European Central Bank opinions,basic,0
1993,11,Other acts,European Central Bank opinions,amending,0
1993,12,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1993,12,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1993,12,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1993,12,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1993,12,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1993,12,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1993,12,Other legislative acts,Council regulations,basic,64
1993,12,Other legislative acts,Council regulations,amending,12
1993,12,Other legislative acts,Council directives,basic,3
1993,12,Other legislative acts,Council directives,amending,5
1993,12,Other legislative acts,Council decisions,basic,34
1993,12,Other legislative acts,Council decisions,amending,6
1993,12,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1993,12,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1993,12,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1993,12,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1993,12,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1993,12,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1993,12,Implementing acts,Council implementing regulations,basic,0
1993,12,Implementing acts,Council implementing regulations,amending,0
1993,12,Implementing acts,Council implementing decisions,basic,0
1993,12,Implementing acts,Council implementing decisions,amending,0
1993,12,Implementing acts,Commission implementing regulations,basic,0
1993,12,Implementing acts,Commission implementing regulations,amending,0
1993,12,Implementing acts,Commission implementing directives,basic,0
1993,12,Implementing acts,Commission implementing directives,amending,0
1993,12,Implementing acts,Commission implementing decisions,basic,0
1993,12,Implementing acts,Commission implementing decisions,amending,0
1993,12,Other acts,Commission regulations,basic,68
1993,12,Other acts,Commission regulations,amending,60
1993,12,Other acts,Commission directives,basic,2
1993,12,Other acts,Commission directives,amending,4
1993,12,Other acts,Commission decisions,basic,121
1993,12,Other acts,Commission decisions,amending,12
1993,12,Other acts,European Central Bank regulations,basic,0
1993,12,Other acts,European Central Bank regulations,amending,0
1993,12,Other acts,European Central Bank decisions,basic,0
1993,12,Other acts,European Central Bank decisions,amending,0
1993,12,Other acts,European Central Bank guidelines****,basic,0
1993,12,Other acts,European Central Bank guidelines****,amending,0
1993,12,Other acts,European Central Bank recommendations,basic,0
1993,12,Other acts,European Central Bank recommendations,amending,0
1993,12,Other acts,European Central Bank opinions,basic,0
1993,12,Other acts,European Central Bank opinions,amending,0
1994,1,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,1,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1994,1,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1994,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,1,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,1,Other legislative acts,Council regulations,basic,6
1994,1,Other legislative acts,Council regulations,amending,13
1994,1,Other legislative acts,Council directives,basic,0
1994,1,Other legislative acts,Council directives,amending,0
1994,1,Other legislative acts,Council decisions,basic,4
1994,1,Other legislative acts,Council decisions,amending,1
1994,1,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,1,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,1,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,1,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,1,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,1,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,1,Implementing acts,Council implementing regulations,basic,0
1994,1,Implementing acts,Council implementing regulations,amending,0
1994,1,Implementing acts,Council implementing decisions,basic,0
1994,1,Implementing acts,Council implementing decisions,amending,0
1994,1,Implementing acts,Commission implementing regulations,basic,0
1994,1,Implementing acts,Commission implementing regulations,amending,0
1994,1,Implementing acts,Commission implementing directives,basic,0
1994,1,Implementing acts,Commission implementing directives,amending,0
1994,1,Implementing acts,Commission implementing decisions,basic,0
1994,1,Implementing acts,Commission implementing decisions,amending,0
1994,1,Other acts,Commission regulations,basic,14
1994,1,Other acts,Commission regulations,amending,19
1994,1,Other acts,Commission directives,basic,2
1994,1,Other acts,Commission directives,amending,1
1994,1,Other acts,Commission decisions,basic,22
1994,1,Other acts,Commission decisions,amending,4
1994,1,Other acts,European Central Bank regulations,basic,0
1994,1,Other acts,European Central Bank regulations,amending,0
1994,1,Other acts,European Central Bank decisions,basic,0
1994,1,Other acts,European Central Bank decisions,amending,0
1994,1,Other acts,European Central Bank guidelines****,basic,0
1994,1,Other acts,European Central Bank guidelines****,amending,0
1994,1,Other acts,European Central Bank recommendations,basic,0
1994,1,Other acts,European Central Bank recommendations,amending,0
1994,1,Other acts,European Central Bank opinions,basic,0
1994,1,Other acts,European Central Bank opinions,amending,0
1994,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,2,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1994,2,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1994,2,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,2,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,2,Other legislative acts,Council regulations,basic,16
1994,2,Other legislative acts,Council regulations,amending,5
1994,2,Other legislative acts,Council directives,basic,1
1994,2,Other legislative acts,Council directives,amending,1
1994,2,Other legislative acts,Council decisions,basic,10
1994,2,Other legislative acts,Council decisions,amending,1
1994,2,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,2,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,2,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,2,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,2,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,2,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,2,Implementing acts,Council implementing regulations,basic,0
1994,2,Implementing acts,Council implementing regulations,amending,0
1994,2,Implementing acts,Council implementing decisions,basic,0
1994,2,Implementing acts,Council implementing decisions,amending,0
1994,2,Implementing acts,Commission implementing regulations,basic,0
1994,2,Implementing acts,Commission implementing regulations,amending,0
1994,2,Implementing acts,Commission implementing directives,basic,0
1994,2,Implementing acts,Commission implementing directives,amending,0
1994,2,Implementing acts,Commission implementing decisions,basic,0
1994,2,Implementing acts,Commission implementing decisions,amending,0
1994,2,Other acts,Commission regulations,basic,36
1994,2,Other acts,Commission regulations,amending,27
1994,2,Other acts,Commission directives,basic,0
1994,2,Other acts,Commission directives,amending,0
1994,2,Other acts,Commission decisions,basic,46
1994,2,Other acts,Commission decisions,amending,17
1994,2,Other acts,European Central Bank regulations,basic,0
1994,2,Other acts,European Central Bank regulations,amending,0
1994,2,Other acts,European Central Bank decisions,basic,0
1994,2,Other acts,European Central Bank decisions,amending,0
1994,2,Other acts,European Central Bank guidelines****,basic,0
1994,2,Other acts,European Central Bank guidelines****,amending,0
1994,2,Other acts,European Central Bank recommendations,basic,0
1994,2,Other acts,European Central Bank recommendations,amending,0
1994,2,Other acts,European Central Bank opinions,basic,0
1994,2,Other acts,European Central Bank opinions,amending,0
1994,3,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,3,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,3,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,3
1994,3,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
1994,3,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,3,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,3,Other legislative acts,Council regulations,basic,18
1994,3,Other legislative acts,Council regulations,amending,5
1994,3,Other legislative acts,Council directives,basic,0
1994,3,Other legislative acts,Council directives,amending,2
1994,3,Other legislative acts,Council decisions,basic,12
1994,3,Other legislative acts,Council decisions,amending,3
1994,3,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,3,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,3,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,3,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,3,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,3,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,3,Implementing acts,Council implementing regulations,basic,0
1994,3,Implementing acts,Council implementing regulations,amending,0
1994,3,Implementing acts,Council implementing decisions,basic,0
1994,3,Implementing acts,Council implementing decisions,amending,0
1994,3,Implementing acts,Commission implementing regulations,basic,0
1994,3,Implementing acts,Commission implementing regulations,amending,0
1994,3,Implementing acts,Commission implementing directives,basic,0
1994,3,Implementing acts,Commission implementing directives,amending,0
1994,3,Implementing acts,Commission implementing decisions,basic,0
1994,3,Implementing acts,Commission implementing decisions,amending,0
1994,3,Other acts,Commission regulations,basic,47
1994,3,Other acts,Commission regulations,amending,28
1994,3,Other acts,Commission directives,basic,0
1994,3,Other acts,Commission directives,amending,2
1994,3,Other acts,Commission decisions,basic,25
1994,3,Other acts,Commission decisions,amending,11
1994,3,Other acts,European Central Bank regulations,basic,0
1994,3,Other acts,European Central Bank regulations,amending,0
1994,3,Other acts,European Central Bank decisions,basic,0
1994,3,Other acts,European Central Bank decisions,amending,0
1994,3,Other acts,European Central Bank guidelines****,basic,0
1994,3,Other acts,European Central Bank guidelines****,amending,0
1994,3,Other acts,European Central Bank recommendations,basic,0
1994,3,Other acts,European Central Bank recommendations,amending,0
1994,3,Other acts,European Central Bank opinions,basic,1
1994,3,Other acts,European Central Bank opinions,amending,0
1994,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,4,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1994,4,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1994,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,1
1994,4,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,4,Other legislative acts,Council regulations,basic,7
1994,4,Other legislative acts,Council regulations,amending,5
1994,4,Other legislative acts,Council directives,basic,0
1994,4,Other legislative acts,Council directives,amending,0
1994,4,Other legislative acts,Council decisions,basic,8
1994,4,Other legislative acts,Council decisions,amending,2
1994,4,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,4,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,4,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,4,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,4,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,4,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,4,Implementing acts,Council implementing regulations,basic,0
1994,4,Implementing acts,Council implementing regulations,amending,0
1994,4,Implementing acts,Council implementing decisions,basic,0
1994,4,Implementing acts,Council implementing decisions,amending,0
1994,4,Implementing acts,Commission implementing regulations,basic,0
1994,4,Implementing acts,Commission implementing regulations,amending,0
1994,4,Implementing acts,Commission implementing directives,basic,0
1994,4,Implementing acts,Commission implementing directives,amending,0
1994,4,Implementing acts,Commission implementing decisions,basic,0
1994,4,Implementing acts,Commission implementing decisions,amending,0
1994,4,Other acts,Commission regulations,basic,36
1994,4,Other acts,Commission regulations,amending,32
1994,4,Other acts,Commission directives,basic,1
1994,4,Other acts,Commission directives,amending,2
1994,4,Other acts,Commission decisions,basic,57
1994,4,Other acts,Commission decisions,amending,7
1994,4,Other acts,European Central Bank regulations,basic,0
1994,4,Other acts,European Central Bank regulations,amending,0
1994,4,Other acts,European Central Bank decisions,basic,0
1994,4,Other acts,European Central Bank decisions,amending,0
1994,4,Other acts,European Central Bank guidelines****,basic,0
1994,4,Other acts,European Central Bank guidelines****,amending,0
1994,4,Other acts,European Central Bank recommendations,basic,0
1994,4,Other acts,European Central Bank recommendations,amending,0
1994,4,Other acts,European Central Bank opinions,basic,1
1994,4,Other acts,European Central Bank opinions,amending,0
1994,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,5,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,4
1994,5,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,1
1994,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,5,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,5,Other legislative acts,Council regulations,basic,9
1994,5,Other legislative acts,Council regulations,amending,6
1994,5,Other legislative acts,Council directives,basic,0
1994,5,Other legislative acts,Council directives,amending,0
1994,5,Other legislative acts,Council decisions,basic,6
1994,5,Other legislative acts,Council decisions,amending,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,5,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,5,Implementing acts,Council implementing regulations,basic,0
1994,5,Implementing acts,Council implementing regulations,amending,0
1994,5,Implementing acts,Council implementing decisions,basic,0
1994,5,Implementing acts,Council implementing decisions,amending,0
1994,5,Implementing acts,Commission implementing regulations,basic,0
1994,5,Implementing acts,Commission implementing regulations,amending,0
1994,5,Implementing acts,Commission implementing directives,basic,0
1994,5,Implementing acts,Commission implementing directives,amending,0
1994,5,Implementing acts,Commission implementing decisions,basic,0
1994,5,Implementing acts,Commission implementing decisions,amending,0
1994,5,Other acts,Commission regulations,basic,49
1994,5,Other acts,Commission regulations,amending,25
1994,5,Other acts,Commission directives,basic,0
1994,5,Other acts,Commission directives,amending,0
1994,5,Other acts,Commission decisions,basic,44
1994,5,Other acts,Commission decisions,amending,15
1994,5,Other acts,European Central Bank regulations,basic,0
1994,5,Other acts,European Central Bank regulations,amending,0
1994,5,Other acts,European Central Bank decisions,basic,0
1994,5,Other acts,European Central Bank decisions,amending,0
1994,5,Other acts,European Central Bank guidelines****,basic,0
1994,5,Other acts,European Central Bank guidelines****,amending,0
1994,5,Other acts,European Central Bank recommendations,basic,0
1994,5,Other acts,European Central Bank recommendations,amending,0
1994,5,Other acts,European Central Bank opinions,basic,0
1994,5,Other acts,European Central Bank opinions,amending,0
1994,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,6,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,3
1994,6,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,2
1994,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,6,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,6,Other legislative acts,Council regulations,basic,13
1994,6,Other legislative acts,Council regulations,amending,3
1994,6,Other legislative acts,Council directives,basic,2
1994,6,Other legislative acts,Council directives,amending,4
1994,6,Other legislative acts,Council decisions,basic,18
1994,6,Other legislative acts,Council decisions,amending,2
1994,6,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,6,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,6,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,6,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,6,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,6,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,6,Implementing acts,Council implementing regulations,basic,0
1994,6,Implementing acts,Council implementing regulations,amending,0
1994,6,Implementing acts,Council implementing decisions,basic,0
1994,6,Implementing acts,Council implementing decisions,amending,0
1994,6,Implementing acts,Commission implementing regulations,basic,0
1994,6,Implementing acts,Commission implementing regulations,amending,0
1994,6,Implementing acts,Commission implementing directives,basic,0
1994,6,Implementing acts,Commission implementing directives,amending,0
1994,6,Implementing acts,Commission implementing decisions,basic,0
1994,6,Implementing acts,Commission implementing decisions,amending,0
1994,6,Other acts,Commission regulations,basic,71
1994,6,Other acts,Commission regulations,amending,39
1994,6,Other acts,Commission directives,basic,1
1994,6,Other acts,Commission directives,amending,2
1994,6,Other acts,Commission decisions,basic,36
1994,6,Other acts,Commission decisions,amending,13
1994,6,Other acts,European Central Bank regulations,basic,0
1994,6,Other acts,European Central Bank regulations,amending,0
1994,6,Other acts,European Central Bank decisions,basic,0
1994,6,Other acts,European Central Bank decisions,amending,0
1994,6,Other acts,European Central Bank guidelines****,basic,0
1994,6,Other acts,European Central Bank guidelines****,amending,0
1994,6,Other acts,European Central Bank recommendations,basic,0
1994,6,Other acts,European Central Bank recommendations,amending,0
1994,6,Other acts,European Central Bank opinions,basic,0
1994,6,Other acts,European Central Bank opinions,amending,0
1994,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,basic,0
1994,7,Legislative acts - Ordinary legislative procedure,Regulations of the European Parliament and of the Council,amending,0
1994,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,basic,0
1994,7,Legislative acts - Ordinary legislative procedure,Directives of the European Parliament and of the Council,amending,0
1994,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,basic,0
1994,7,Legislative acts - Ordinary legislative procedure,Decisions of the European Parliament and of the Council,amending,0
1994,7,Other legislative acts,Council regulations,basic,32
1994,7,Other legislative acts,Council regulations,amending,19
1994,7,Other legislative acts,Council directives,basic,0
1994,7,Other legislative acts,Council directives,amending,2
1994,7,Other legislative acts,Council decisions,basic,14
1994,7,Other legislative acts,Council decisions,amending,1
1994,7,Non-legislative acts - Delegated acts,Commission delegated regulations,basic,0
1994,7,Non-legislative acts - Delegated acts,Commission delegated regulations,amending,0
1994,7,Non-legislative acts - Delegated acts,Commission delegated directives,basic,0
1994,7,Non-legislative acts - Delegated acts,Commission delegated directives,amending,0
1994,7,Non-legislative acts - Delegated acts,Commission delegated decisions,basic,0
1994,7,Non-legislative acts - Delegated acts,Commission delegated decisions,amending,0
1994,7,Implementing acts,Council implementing regulations,basic,0
1994,7,Implementing acts,Council implementing regulations,amending,0
